Date,STT,0939.HK,BK,C,JPM,INGA.AS,GS,MS,3988.HK,BAC,1398.HK,BNP.PA,RBS.L,GLE.PA,CSGN.VX,1288.HK,STAN.L,DBK.DE,BARC.L,ACA.PA,8306.T,RY.TO,WFC,8316.T,UBSG.VX,8411.T,HSBA.L,SAN.MC,NDA-SEK.ST,UCG.MI,^GSPC,^HSI,^GSPTSE,^N225,^SSMI,^STOXX50E,^FTSE
2012-10-18,40.456299,4.220724,22.388744,36.782894,36.873203000000004,5.755665,115.78603400000001,16.116514000000002,2.213212,8.897,3.624405,33.109612,287.0,21.384687,17.280291,2.313924,1216.775391,27.390404,192.856781,4.894598,319.654053,46.143322,29.17313,2047.875122,10.573573,105.178299,447.687622,3.913049,61.621075,17.974388,1457.339966,21518.710938,12466.099609,8982.860352,6781.720215,2574.189941,5917.100098
2012-10-19,40.213177,4.220724,22.119864,35.57658,36.281651000000004,5.63293,114.37051399999999,15.880973000000001,2.220351,8.868813000000001,3.66029,32.32893,281.0,20.845577,16.737425,2.313924,1218.005493,26.386398,187.368896,4.786864,320.513367,45.962673,28.979025,2047.875122,10.261093,105.999992,446.526581,3.795609,60.317181,17.375221,1433.189941,21551.759766,12416.0,9002.679688,6756.140137,2542.23999,5896.200195
2012-10-22,40.258194,4.271664,22.092976,36.112713,36.084465,5.655539,113.584106,15.8085,2.248909,8.972158,3.710529,32.416115,281.5,20.773693,16.676289,2.356123,1211.452148,26.520544,188.610947,4.836469,320.513367,46.025509,29.114052,2051.189941,10.430002,105.999992,448.485901,3.756682,60.268887,17.665209,1433.819946,21697.550781,12403.5,9010.709961,6746.709961,2531.100098,5882.899902
2012-10-24,39.852996999999995,4.249833,22.06609,35.710617,35.758678,5.47951,110.808571,15.563897,2.22749,8.74668,3.674644,31.932646,279.0,20.106796,16.309225,2.34909,1217.179688,25.746473,184.203873,4.748108,313.639069,45.23196,28.455821999999998,2003.950806,10.413112,103.534882,446.765198,3.749544,58.047436,17.549196,1408.75,21763.779297,12195.0,8954.299805,6627.410156,2490.580078,5804.799805
2012-10-25,40.240181,4.220724,22.309364000000002,35.815926,35.724392,5.458517,110.76230600000001,15.491425,2.248909,8.680914999999999,3.696176,31.40559,278.299988,19.875181,16.324507,2.313924,1232.324707,25.597027,186.567429,4.651225,314.498322,45.160553,28.742743,2021.354736,10.430002,104.356583,449.694855,3.727485,58.337193,16.930742,1412.969971,21810.230469,12300.200195,9055.200195,6606.569824,2483.429932,5805.100098
2012-10-26,39.961063,4.177062,21.957964,35.040436,35.287167,5.439137,110.50325,15.43707,2.241769,8.568173,3.653113,31.009302,277.700012,19.679502,16.179272,2.278758,1227.000977,25.796259,186.287262,4.561319,311.061249,45.097061,28.666791999999997,1989.032837,10.328657,102.713173,447.058167,3.711262,59.013283,16.814726,1411.939941,21545.570313,12300.299805,8933.05957,6600.839844,2496.100098,5806.700195
2012-10-31,40.132133,4.249833,22.264313,35.796776,35.732966999999995,5.503734,113.232529,15.837893,2.277466,8.756072999999999,3.681821,30.759644,276.0,19.587654,16.508081,2.363157,1197.949951,26.800262,182.280838,4.501637,310.201904,45.184349,28.430502,2025.498535,11.789702,102.713173,445.886292,3.756035,58.192318,16.457237,1412.160034,21641.820313,12422.900391,8928.290039,6595.129883,2503.639893,5782.700195
2012-11-01,40.564339000000004,4.286218,22.615713,36.34264,36.727455,5.636967,115.50849199999999,16.047489000000002,2.291745,9.150661,3.73206,30.886456,287.200012,19.971022,16.94388,2.391289,1213.499023,27.581985,191.695389,4.63495,307.624054,45.692219,28.742743,2018.039551,11.781257,101.891472,457.751221,3.771603,58.09573,16.979059,1427.589966,21821.869141,12499.799805,8946.870117,6660.25,2533.870117,5861.899902
2012-11-02,40.267208000000004,4.322603,22.102129,36.007465,36.367378,5.644234,114.02818300000001,16.202402,2.320302,9.254007000000001,3.767946,30.882494,281.299988,20.278515,16.966848,2.433489,1225.366943,27.298391,193.21759,4.636495,311.061249,45.676346,28.472697999999998,2051.189941,12.203525,103.534882,458.556854,3.798207,58.240608,17.017731,1414.199951,22111.330078,12380.400391,9051.219727,6701.370117,2547.149902,5868.600098
2012-11-05,41.356712,4.293495,22.624723,35.739319,36.238789000000004,5.561872,114.796097,16.175060000000002,2.298884,9.160053999999999,3.717706,30.624908,276.5,19.783333,16.913311,2.398323,1213.911865,26.903706,190.292816,4.518684,310.201904,45.509705,28.708984,2045.388916,12.178188,102.713173,452.624451,3.704772,57.51622,16.872782,1417.26001,22006.400391,12352.799805,9007.44043,6706.27002,2517.669922,5839.100098
2012-11-06,41.716892,4.308049,22.777901,36.840610999999996,36.761745,5.554605,116.803726,16.576021,2.306024,9.338559,3.696176,31.005339,280.200012,20.230593,17.425617,2.433489,1202.035034,27.566587,194.339142,4.712452,307.624054,45.34306,28.962152000000003,2023.840942,12.456884,101.891472,455.334259,3.71321,58.771816,17.201345,1428.390015,21944.429688,12361.200195,8975.150391,6745.740234,2535.939941,5884.899902
2012-11-07,40.267208000000004,4.358989,21.624588,34.523113,34.704184999999995,5.455286,109.152519,15.154439000000002,2.320302,8.671517999999999,3.739238,31.338219,272.600006,19.63957,16.806244,2.419422,1181.162842,26.348137,189.818146,4.61325,308.483368,44.700287,27.951446999999998,2018.868286,12.313314,101.891472,445.154053,3.581499,57.757683,16.457237,1394.530029,22099.849609,12230.599609,8972.889648,6697.629883,2479.100098,5791.600098
2012-11-08,39.961063,4.220724,21.678646,34.475227000000004,34.635601,5.510194,106.645271,15.0542,2.263187,8.821839,3.645936,31.742432,274.399994,19.963036,16.699173,2.377223,1184.035278,26.29826,190.421936,4.587671,305.905487,44.216236,27.475821999999997,2003.950806,12.296424,101.069763,441.565216,3.583446,58.144024,16.515194,1377.51001,21566.910156,12191.099609,8837.150391,6713.620117,2479.129883,5776.100098
2012-11-09,39.898022,4.177062,21.723701000000002,34.408188,34.824203000000004,5.414912,107.45943500000001,15.136216000000001,2.248909,8.859419,3.631582,31.270851,270.100006,19.66353,16.561535,2.342057,1177.482056,25.689037,185.230927,4.319491,305.046234,44.319393,27.475821999999997,1984.889038,12.161298,101.069763,440.100403,3.568524,57.51622,16.350962,1379.849976,21384.380859,12196.799805,8757.599609,6715.200195,2479.820068,5769.700195
2012-11-12,39.970055,4.191616,21.68766,34.87743,34.789921,5.438329,108.467873,15.282020000000001,2.248909,8.821839,3.624405,31.334255,274.5,19.891153,16.546249,2.342057,1181.575684,25.608549,189.094116,4.246633,300.749847,44.366993,27.492807,1964.998657,12.169743,100.248055,442.224396,3.525052,57.371346,16.302645,1380.030029,21430.300781,12191.5,8676.44043,6696.669922,2473.52002,5767.299805
2012-11-13,39.871014,4.118844,21.633596,34.628448,34.326965,5.484354,107.755486,15.0542,2.206072,8.76547,3.559812,32.099087,277.600006,20.242573,16.645638,2.299858,1195.903198,26.102806,190.985626,4.379173,300.749847,44.398739,27.195539,1962.512695,12.271087,101.069763,445.739899,3.651569,57.371346,17.017731,1374.530029,21188.650391,12134.700195,8661.049805,6722.759766,2493.139893,5786.299805
2012-11-14,39.60088,4.249833,21.210114,33.536732,33.683987,5.433484,105.692314,14.662354,2.270326,8.44604,3.667467,31.762243,277.700012,19.963036,16.25569,2.37019,1181.988403,25.478277,191.267059,4.292367,296.453369,43.890877,26.694443,1963.341431,12.034616,100.248055,441.638428,3.626918,56.93671,16.64085,1355.48999,21441.990234,11929.799805,8664.730469,6676.959961,2472.840088,5722.0
2012-11-15,39.744949,4.133399,21.237146,33.718689000000005,33.769714,5.427024,106.802551,14.81727,2.220351,8.53999,3.595697,31.940571,282.200012,20.078844,16.171587,2.313924,1179.941772,25.604679,192.554794,4.357474,305.905487,43.708359,26.813343,2028.813232,12.059953,103.534882,440.393341,3.644433,56.357201,16.756767,1353.329956,21108.929688,11811.400391,8829.719727,6574.560059,2461.77002,5677.799805
2012-11-16,39.807976000000004,4.140675,21.300219,33.498428000000004,33.889732,5.25584,107.17260700000001,14.744368,2.241769,8.568173,3.602874,31.112333,277.399994,19.515774,15.796926,2.320957,1157.839722,24.6429,188.490341,4.232684,314.498322,44.136879,27.1276,2095.943115,11.747476,105.178299,436.365173,3.556841,55.632816,16.205919,1359.880005,21159.009766,11877.700195,9024.160156,6508.660156,2427.320068,5605.600098
2012-11-19,40.780445,4.147952,21.633596,34.570988,34.798496,5.454478,109.448563,15.0542,2.248909,8.91579,3.631582,32.558773,287.299988,20.593994,16.485115,2.320957,1190.99292,25.796259,201.005188,4.452804,317.076172,44.858994,27.518293,2119.977539,12.203525,105.999992,452.844086,3.669737,57.51622,16.843754,1386.890015,21262.060547,12040.400391,9153.200195,6638.890137,2495.209961,5737.700195
2012-11-20,40.780445,4.111567,21.678646,34.475227000000004,34.892796000000004,5.51504,109.25426499999999,14.899285999999998,2.23463,9.047317999999999,3.631582,32.558773,288.600006,20.96937,16.202236,2.313924,1188.128906,25.424618,198.389664,4.478384,317.076172,45.549389,27.959932000000002,2123.29248,12.161298,105.178299,450.061066,3.67882,57.323051,16.679523,1387.810059,21228.279297,12046.299805,9142.639648,6618.990234,2509.620117,5748.100098
2012-11-21,40.879505,4.249833,21.660629,34.254971000000005,34.918514,5.522306,108.89346299999998,14.808157000000001,2.270326,9.178847,3.696176,32.911469,288.799988,21.272873,16.240406,2.356123,1178.71167,25.148682,200.281143,4.486135,318.794769,45.70015,27.679667,2134.895264,12.21197,105.178299,452.624451,3.704772,57.226471,16.805084,1391.030029,21524.359375,12100.099609,9222.519531,6643.700195,2519.679932,5752.0
2012-11-26,40.429283,4.308049,22.003016,34.063446,35.047119,5.550568,111.89103700000001,15.136216000000001,2.306024,9.244609,3.746414,33.145279,285.100006,21.11713,16.248091,2.377223,1176.665039,25.405443,193.561096,4.375302,323.95047,45.985828,27.942959000000002,2144.84082,12.271087,107.643402,454.089294,3.748245,58.337193,17.008085,1406.290039,21861.810547,12185.099609,9388.94043,6681.879883,2542.52002,5786.700195
2012-11-27,40.105125,4.293495,21.678646,33.555893,34.935658000000004,5.523114,109.550339,15.154439000000002,2.298884,9.075503,3.746414,33.375122,295.100006,21.584356,16.469831,2.391289,1178.71167,25.995584,196.095566,4.417929,325.669037,46.04932,27.713638,2173.846924,12.220415,107.643402,454.748474,3.745653,58.578659,16.95977,1398.939941,21844.029297,12111.599609,9423.299805,6711.709961,2543.449951,5799.700195
2012-11-28,40.213177,4.220724,21.795784,33.584621000000006,35.004257,5.498889,110.869644,15.382257000000001,2.284606,9.169454,3.696176,33.276054,294.600006,21.684193,16.431578,2.356123,1181.575684,25.505108,194.888855,4.430333,320.513367,46.303249,27.866515999999997,2148.155762,12.161298,105.999992,456.139923,3.735269,58.09573,16.660141,1409.930054,21708.980469,12140.299805,9308.349609,6756.47998,2546.840088,5803.299805
2012-11-29,40.159141999999996,4.300772,21.840836,33.718689000000005,35.338596,5.594979,110.312202,15.364032,2.313163,9.235216000000001,3.724884,33.945774,299.0,22.215317,16.76799,2.37019,1199.996948,25.92275,196.860565,4.533413,323.091187,46.509575,28.163778000000004,2161.416016,12.245751,106.821686,462.584991,3.824159,59.109875,17.394608,1415.949951,21922.890625,12202.900391,9400.879883,6828.52002,2581.689941,5870.299805
2012-11-30,40.015079,4.322603,21.570524,33.105801,35.218575,5.579637,109.43883500000001,15.37315,2.334581,9.263402000000001,3.753592,34.036919,295.200012,22.207327,16.775675,2.391289,1190.99292,26.010889,197.987152,4.517911,323.95047,46.739708,28.036377,2199.538818,12.245751,108.465103,467.052765,3.837134,58.820118,17.297974,1416.180054,22030.390625,12239.400391,9446.009766,6820.600098,2575.25,5866.799805
2012-12-03,40.258194,4.264387,21.651621,32.77063,34.987114,5.589326,110.005577,15.008636,2.291745,9.207032,3.696176,33.739712,292.600006,22.315151,16.775675,2.34909,1199.996948,26.056892,196.699402,4.580693,325.669037,46.612728,27.815552,2204.511475,12.330206,108.465103,465.734589,3.826752,58.964993,17.684498,1409.459961,21767.849609,12169.700195,9458.179688,6838.700195,2582.360107,5871.200195
2012-12-04,39.979073,4.271664,21.408344,32.837643,34.781341999999995,5.673303,108.314644,15.136216000000001,2.313163,9.310376,3.710529,34.183548,295.700012,22.770399,17.150339,2.356123,1203.265015,26.451582,196.216705,4.673705,322.231903,46.374657,27.807066,2197.881836,12.347095,107.643402,465.954071,3.845572,59.158165,18.128977,1407.050049,21799.970703,12137.200195,9432.459961,6853.149902,2590.830078,5869.0
2012-12-05,40.186165,4.417206,21.390311999999998,34.915741,35.321449,5.755665,108.82561499999998,15.473386999999999,2.355999,9.837025,3.803831,34.381691,297.200012,22.518814,17.379681,2.412389,1218.409668,26.784958,198.309479,4.687653,322.231903,46.660339,28.010896999999996,2187.936523,12.507557,106.821686,471.740051,3.813776,59.206455,18.042086,1409.280029,22270.910156,12157.299805,9468.839844,6852.040039,2592.090088,5892.100098
2012-12-06,40.132133,4.43176,21.390311999999998,35.452026000000004,35.552929,5.804114,108.89067800000001,15.254678,2.355999,9.837025,3.796653,34.82156,300.299988,22.862247,17.48675,2.412389,1228.231079,26.761911,201.608978,4.755087,324.809753,46.414341,28.146790999999997,2204.511475,12.490667,108.465103,471.520447,3.82805,59.35133,17.858469,1413.939941,22249.810547,12151.099609,9545.160156,6912.02002,2603.409912,5901.399902
2012-12-07,40.654392,4.417206,21.822810999999998,36.045761,36.487408,5.817841,108.30533600000001,15.46427,2.355999,10.006302999999999,3.811008,34.896858,299.0,23.38139,17.425617,2.433489,1215.958496,26.478407,202.454117,4.734933,329.106232,46.406403,28.223232,2245.121094,12.659573,108.465103,471.37384,3.794316,59.35133,17.626539,1418.069946,22191.169922,12159.599609,9527.389648,6925.25,2601.370117,5914.399902
2012-12-10,40.465286,4.453591,21.885881,35.614822,36.273078999999996,5.738708,108.714119,15.500728,2.384557,9.940475,3.861247,34.235062,297.799988,23.013996,17.356796,2.475688,1225.779907,26.175642,200.844864,4.612469,325.669037,46.43021,28.070351000000002,2231.031738,12.600454,108.465103,469.616058,3.728131,59.496208,16.718098,1418.550049,22276.720703,12230.5,9533.75,6943.899902,2596.02002,5921.600098
2012-12-11,40.834469,4.460869,22.066088,35.432873,36.555984,5.791194,110.43296799999999,16.175060000000002,2.391696,9.884046000000001,3.868424,34.219212,297.700012,23.365416,17.47147,2.482721,1218.005493,26.302132,200.361343,4.557439,323.95047,46.7159,28.274195000000002,2220.258057,12.676463,108.465103,472.252716,3.764464,59.592796,17.008085,1427.839966,22323.939453,12282.400391,9525.320313,6973.689941,2624.030029,5925.0
2012-12-12,40.888508,4.548194,22.102129,35.940411,36.667435,5.810575,109.71756,16.129496,2.441672,9.978088,3.933017,34.207321,301.399994,23.58106,17.578539,2.602286,1221.273438,26.267651,203.29921,4.583792,324.809753,47.033302,28.452546999999996,2236.004639,12.870706,109.286812,471.520447,3.8021,59.35133,17.15303,1428.47998,22503.349609,12353.099609,9581.459961,6959.390137,2630.340088,5945.899902
2012-12-13,40.834469,4.533639,22.300358,35.71059,36.676006,5.836413,110.098495,16.220631,2.441672,9.912256,3.92584,34.250916,300.200012,23.265581,17.494436,2.609319,1228.643677,25.554892,204.50679,4.650452,328.246918,47.08886,28.248714,2297.333008,12.727136,110.930222,471.227417,3.82805,58.916698,17.181961,1419.449951,22445.580078,12289.200195,9742.730469,6919.540039,2627.659912,5929.600098
2012-12-14,40.924510999999995,4.570025,22.273323,36.007465,36.701736,5.838835,110.89753,16.448441,2.470229,9.949877,3.933017,34.809677,302.299988,23.357431,17.318544,2.672618,1225.779907,25.022282,205.713516,4.614795,333.402618,46.961891,28.155285,2303.963379,12.7018,110.930222,469.909149,3.82805,59.254745,17.201345,1413.579956,22605.980469,12296.700195,9737.55957,6902.509766,2630.540039,5921.799805
2012-12-17,41.806934000000005,4.540916,22.886021,37.491802,37.276142,5.852563,114.734711,16.885853,2.477369,10.344863,3.947372,34.750233,301.700012,23.632973,17.219156,2.623385,1227.826538,24.937922,206.759903,4.579919,339.417603,46.874599,29.199963,2318.052002,12.634237,112.573624,469.835999,3.782633,59.109875,17.24966,1430.359985,22513.609375,12281.400391,9828.879883,6897.100098,2628.01001,5912.200195
2012-12-18,42.293159,4.555471,23.444658,37.788677,37.610496999999995,5.750821,118.71125,17.423507999999998,2.491648,10.68342,3.983257,34.762127,305.100006,23.760763,17.456182,2.644485,1239.281738,25.482058,210.180496,4.681456,352.306885,47.493565,29.692574,2393.469482,12.896044,115.860458,468.883759,3.865686,59.254745,17.810154,1446.790039,22494.730469,12334.299805,9923.009766,6912.089844,2643.5,5935.899902
2012-12-19,41.869965,4.599134,23.309504,37.779109999999996,37.318996000000006,5.814611,118.22813400000001,17.396164000000002,2.484508,10.523545,4.011965,35.316921,315.399994,23.760763,17.555571,2.686684,1283.486206,25.826962,214.526321,4.78919,373.789001,48.033173,29.403796999999997,2494.578613,12.853816,120.790703,478.258484,3.89942,59.447918,18.380293,1435.810059,22623.369141,12403.599609,10160.400391,6946.069824,2654.689941,5961.600098
2012-12-20,41.914989,4.555471,23.60684,38.468605,38.176319,5.800077,120.523026,17.560194,2.470229,10.833891,4.019142,35.301071,317.700012,23.549112,17.63199,2.700751,1296.171265,25.70047,214.727646,4.853517,378.085449,47.993492,29.777511999999998,2515.297852,12.693354,120.790703,476.061462,3.915642,60.027431,18.341621,1443.689941,22659.779297,12388.700195,10039.330078,6912.790039,2658.300049,5958.299805
2012-12-21,41.788937,4.468145,23.246426,37.817417,37.721947,5.671689,119.333748,17.241253,2.434533,10.61759,3.933017,34.599644,315.200012,23.061918,17.249723,2.651518,1292.894531,25.286606,211.669449,4.731834,376.366943,47.961746,29.284887,2515.297852,12.313314,120.790703,475.841675,3.964308,60.172298,17.964745,1430.150024,22506.289063,12385.700195,9940.05957,6889.540039,2651.090088,5940.0
2012-12-27,41.70789,4.533639,23.111276999999998,37.587574,37.404747,5.737901,117.689247,17.104568,2.45595,10.786871000000001,3.97608,34.425285,325.0,23.081884,17.211473,2.693717,1294.941162,25.493582,213.439896,4.777559,387.537598,47.652264,29.030094000000002,2552.592285,12.152852,126.542641,477.526123,3.955869,60.462059,18.100046,1418.099976,22619.779297,12373.799805,10322.980469,6862.549805,2659.949951,5954.299805
2012-12-28,41.680744,4.540916,22.904034,37.357735,37.070384999999995,5.644234,116.620773,16.967875,2.470229,10.68342,3.968902,33.553452,324.700012,22.482872,17.020386,2.693717,1289.213745,25.252214,210.663132,4.692306,396.130371,47.414211,28.800776000000003,2581.598633,12.10218,129.007751,477.013458,3.898122,59.979134,17.906786,1402.430054,22666.589844,12316.099609,10395.179688,6822.439941,2626.850098,5925.399902
2013-01-04,44.703831,4.730121,24.588953,40.632893,39.155045,5.968839,124.97343400000001,18.398563,2.58446,11.388753999999999,4.155506,35.178215,333.799988,23.425318,18.09844,2.778116,1337.098755,26.662338,222.695328,4.924049,415.893982,48.461685,29.675587,2672.763184,12.406211,133.937988,488.951569,4.107046,62.345467,18.795841,1466.469971,23331.089844,12540.799805,10688.110352,7058.919922,2709.350098,6089.799805
2013-01-07,44.749096,4.722844,24.228544,40.671196,39.198204,6.126296,124.74113500000001,18.043163,2.58446,11.369943,4.126798,35.832088,333.899994,24.064262,18.641308,2.771082,1328.09436,27.417231,231.146591,5.098444,409.019714,48.255363,29.5312,2643.756348,12.668018,133.116287,487.926178,4.101854,62.345467,19.134047,1461.890015,23329.75,12499.599609,10599.009766,7049.299805,2695.560059,6064.600098
2013-01-08,44.450404999999996,4.642797,23.895164,40.661617,39.275898,6.031013,123.61693600000001,17.906477,2.534484,11.266492,4.04785,36.216484,337.0,24.827003,18.610743,2.714817,1314.996704,27.758259,231.146591,5.139524,396.989716,48.080791,29.480234000000003,2610.605713,12.744026,132.294571,482.799377,4.113529,62.297169,19.539953,1457.150024,23111.189453,12504.799805,10508.05957,7074.52002,2691.449951,6053.600098
2013-01-09,44.812447,4.679182,23.976257,40.259388,39.250004,6.182011,124.79688999999999,17.879139000000002,2.563041,10.749253,4.083735,36.172897,349.899994,25.677599,19.084793,2.778116,1356.741089,28.126118,237.222794,5.377473,403.0047,48.366455,29.480234000000003,2639.612305,13.267638,133.937988,490.636108,4.153111,63.166435,20.486969,1461.02002,23218.470703,12522.200195,10578.570313,7151.600098,2706.389893,6098.700195
2013-01-10,45.482243,4.737399,24.174484,41.015945,39.836975,6.257914,127.63061499999999,18.535261,2.605878,11.078406,4.126798,36.12138,356.799988,26.116875,19.176577,2.806248,1366.97522,28.474802,237.101715,5.49761,407.301117,48.310905,30.06628,2722.489014,13.233857,137.224823,493.199615,4.205667,63.214714,20.738186,1472.119995,23354.310547,12599.700195,10652.639648,7143.72998,2708.27002,6101.5
2013-01-11,45.780918,4.701013,24.129431,40.546696000000004,39.828339,6.270833,127.407669,18.380341,2.605878,10.937339999999999,4.133975,36.35519,360.399994,26.272614,19.191862,2.792182,1375.575195,28.551416,241.166138,5.521636,411.597534,48.326782,29.811489,2759.782959,13.377426,138.86821,496.348877,4.27639,64.132278,20.660938,1472.050049,23264.070313,12602.200195,10801.570313,7188.220215,2717.790039,6121.600098
2013-01-15,45.980057,4.759231,24.129431,40.76696,40.009609000000005,6.233689,125.97681399999999,18.61727,2.648715,10.862105,4.205745,35.055367,354.100006,26.747835,19.834118,2.834381,1374.345459,28.152948,237.745575,5.762682,415.034668,48.596596,29.819971000000002,2763.927002,13.571669,138.86821,497.74054,4.272312,62.973251,20.834818,1472.339966,23381.509766,12642.0,10879.080078,7272.310059,2701.590088,6117.299805
2013-01-16,45.120193,4.751954,23.462673000000002,40.680763,40.415318,6.192509,131.086929,18.71751,2.620157,11.078406,4.177037,35.039524,350.100006,25.989084,19.956474,2.778116,1357.970825,28.091637,236.136353,5.636348,403.0047,48.477547,29.80299,2681.050537,13.630787,135.581406,500.523499,4.273643,62.924969,20.477324,1472.630005,23356.990234,12608.799805,10600.44043,7304.850098,2702.540039,6104.0
2013-01-17,45.599911,4.751954,23.82309,39.49329,40.087311,6.136793,131.012558,18.90888,2.627296,10.608186,4.191391,36.161011,353.799988,26.180767,20.216465,2.757016,1362.064453,28.164379,238.269226,5.774305,404.723267,48.755295,29.752028000000003,2685.19458,13.622342,137.224823,506.163116,4.284937,63.552765,20.970121,1480.939941,23339.759766,12674.700195,10609.639648,7429.890137,2718.929932,6132.399902
2013-01-18,48.297165,4.824724,23.904179,39.8955,40.104565,5.996292,134.20867900000002,20.394249,2.69155,10.476522000000001,4.263162,36.644478,358.799988,26.548162,20.201181,2.820315,1354.702881,28.053284,239.033295,5.781284,415.893982,48.993359,29.667095,2747.351807,13.529445,142.155029,508.213776,4.278952,63.504475,21.356737,1485.97998,23601.779297,12725.700195,10913.299805,7368.799805,2709.590088,6154.399902
2013-01-22,50.007832,4.853833,24.309632999999998,40.010414000000004,40.173618,6.072195,135.602341,20.941013,2.684411,10.674017,4.284692,36.692028,362.899994,26.755819,20.468775,2.904713,1339.962524,27.543633,238.269226,5.818486,405.582581,49.488461,29.760517,2697.626221,13.453434,138.86821,507.554565,4.272975,63.504475,21.762545,1492.560059,23658.990234,12824.599609,10709.929688,7291.850098,2716.699951,6179.200195
2013-01-23,50.08025,4.86111,24.264589,40.240261,39.906029,5.859023,135.24002099999998,20.658518,2.69869,10.739848,4.263162,35.756798,359.0,25.829348,20.124681,2.925813,1366.571045,27.129768,238.228271,5.673551,398.708344,49.232037,29.684082,2652.043701,13.360536,137.224823,509.092682,4.271645,63.263012,21.57893,1494.810059,23635.099609,12794.099609,10486.990234,7391.950195,2708.280029,6197.600098
2013-01-24,50.252209,4.86111,24.454718,40.987213,40.026871,5.922813,134.682495,20.59473,2.69869,10.843295,4.263162,36.501816,365.0,26.452322,20.919861,2.960979,1377.209229,27.842527,241.447556,5.743309,406.441833,49.520508,29.862444,2705.913574,13.749024,138.046509,516.270325,4.310841,63.407894,22.477726,1494.819946,23598.900391,12823.599609,10620.870117,7457.740234,2722.959961,6264.899902
2013-01-25,51.093975,4.853833,24.518101,41.09256,40.708809,5.943807,134.218018,20.68586,2.684411,10.927939,4.24163,36.985279,365.899994,26.935522,20.935143,2.968012,1362.477295,28.091637,242.011261,5.873516,411.597534,49.760902,29.845457,2734.92041,13.580114,140.511627,520.224976,4.344057,64.083984,22.574356,1502.959961,23580.429688,12816.599609,10926.650391,7458.660156,2744.179932,6284.5
2013-01-28,51.039665,4.882941,24.527151,40.546696000000004,40.259953,6.04797,133.929932,20.330458,2.705829,10.796274,4.270339,37.777851,367.799988,27.203079,20.981079,2.960979,1362.064453,28.35218,246.155914,6.016134,411.597534,50.169563,29.819971000000002,2739.064453,13.765913,139.689911,525.205383,4.326786,63.987396,22.989805,1500.180054,23671.880859,12815.900391,10824.30957,7483.950195,2744.5,6294.399902
2013-01-29,50.722878,4.839279,24.699177,40.374332,40.67429,6.022132,136.670792,20.585613000000002,2.705829,10.805677000000001,4.177037,37.444973,345.799988,26.823706,20.728685,2.925813,1368.617676,28.290871,242.17244,5.854915,427.064758,50.09745,29.955864000000002,2859.234863,13.715241,143.798462,527.40271,4.315494,64.083984,23.173424,1507.839966,23655.169922,12830.599609,10866.719727,7458.029785,2749.27002,6339.200195
2013-01-30,50.614265,4.86111,24.726341,40.173218,40.682915,6.022939,136.71723899999998,20.941013,2.720108,10.702228999999999,4.198568,36.620697,347.200012,26.372452,20.430525,2.953945,1371.068848,28.47093,243.057648,5.730906,432.220367,50.161552,29.913095000000002,2892.385498,13.377426,146.263565,530.332153,4.251719,66.112259,22.313395,1501.959961,23822.060547,12794.400391,11113.950195,7387.899902,2732.120117,6323.100098
2013-01-31,50.369888,4.868387,24.590528,40.383961,40.613853000000006,6.014864,137.376892,20.822548,2.727247,10.645802,4.191391,36.624664,343.299988,26.576117,20.568163,2.968012,1373.115479,29.28335,242.25264,5.642545,447.6875,49.776924,29.793343,3041.562744,13.360536,150.372086,524.912659,4.104899,67.754204,22.980162,1498.109985,23729.529297,12685.200195,11138.660156,7390.859863,2702.97998,6276.899902
2013-02-01,51.012516,4.868387,24.762558,41.207722,41.304424,5.882438,139.272293,21.470972,2.784363,11.012574,4.212922,37.05661,340.5,26.947502,20.927544,3.059444,1381.715698,29.524717,241.447556,5.832443,442.531799,50.113472,30.049957,3029.131592,13.41121,151.193802,527.036499,4.009237,68.188835,22.390738,1513.170044,23721.839844,12768.799805,11191.339844,7420.350098,2710.080078,6347.200195
2013-02-04,50.632362,4.853833,24.617693,40.431835,41.157677,5.669266,137.06101999999998,20.895611,2.812921,10.796274,4.227276,35.423916,328.600006,25.657631,19.994726,3.080544,1348.5625,28.53224,234.607254,5.516211,455.421051,49.849037,29.733458000000002,3199.027832,13.191629,158.589142,517.149109,3.780709,68.140549,20.535282,1495.709961,23685.009766,12717.599609,11260.349609,7362.720215,2625.169922,6246.799805
2013-02-05,50.840538,4.730121,24.798765,41.111927,42.115837,5.645042,139.78329499999998,21.37051,2.705829,11.17245,4.105266,36.081749,337.5,26.080931,20.461092,2.960979,1368.617676,28.94232,237.62532,5.601465,446.828247,49.712826,29.810442,3116.151611,13.17474,157.767426,519.565979,3.892981,70.265404,21.057106,1511.290039,23148.529297,12745.700195,11046.919922,7404.629883,2651.209961,6282.799805
2013-02-06,51.030617,4.737399,25.034166,41.236443,41.960468,5.528766,140.405762,21.36138,2.705829,11.219472999999999,4.098089,35.162369,342.100006,25.158455,20.644583,2.968012,1380.890015,28.509279,237.78566,5.393748,457.998932,50.217648,29.913095000000002,3174.164795,13.28453,165.984512,522.27594,3.87371,69.975639,20.699612,1512.119995,23256.929688,12761.599609,11463.75,7433.470215,2617.350098,6295.299805
